residual_std_batch_step,beta_mean_step,weekly_strength_mean_step,step,val_bias_scaled,need_mean,got_mean,residual_std_batch_epoch,beta_mean_epoch,beta_min,beta_max,weekly_strength_mean_epoch,top1_period,val_loss,epoch,beta_min_epoch,beta_max_epoch,train_loss_epoch,residual_std_batch,beta_min_step,beta_max_step,train_loss_step
0.07619491219520569,0.4036993980407715,0.00616561621427536,10,,,,,,,,,,,,,,,,,,
0.04231857508420944,0.4000000059604645,0.0,11,,,,,,,,,,,,,,,,,,
0.055148281157016754,0.40356117486953735,0.0059352475218474865,12,,,,,,,,,,,,,,,,,,
0.08489304780960083,0.5013631582260132,0.16893859207630157,13,,,,,,,,,,,,,,,,,,
0.19185829162597656,0.5710403919219971,0.2850673198699951,14,,,,,,,,,,,,,,,,,,
,,,44,-0.007571348454803228,-0.03859464079141617,-0.046164702624082565,0.09008262306451797,0.4559327960014343,0.4000130593776703,0.6344459652900696,0.09322135150432587,24.0,0.3015000820159912,2,,,,,,,
,,,44,,,,,0.46963751316070557,,,0.1160624548792839,24.0,,2,0.3999997675418854,0.9960371851921082,0.30965593457221985,,,,
,0.4465258717536926,0.07754314690828323,49,,,,,,,,,,,3,,,,0.15344102680683136,0.4000000059604645,0.9985643625259399,0.2655405104160309
0.07619491219520569,0.4036993980407715,0.00616561621427536,15,,,,,,,,,,,,,,,,,,
0.04231857508420944,0.4000000059604645,0.0,16,,,,,,,,,,,,,,,,,,
0.055148281157016754,0.40356117486953735,0.0059352475218474865,17,,,,,,,,,,,,,,,,,,
0.08489304780960083,0.5013631582260132,0.16893859207630157,18,,,,,,,,,,,,,,,,,,
0.19185829162597656,0.5710403919219971,0.2850673198699951,19,,,,,,,,,,,,,,,,,,
,,,59,-0.030978087335824966,-0.03859464079141617,-0.06956949084997177,0.09008262306451797,0.4559327960014343,0.4000130593776703,0.6344459652900696,0.09322135150432587,24.0,0.2983083128929138,3,,,,,,,
,,,59,,,,,0.4714248776435852,,,0.11904148757457733,24.0,,3,0.3999997675418854,0.9961935877799988,0.2517010271549225,,,,
0.07619491219520569,0.4036993980407715,0.00616561621427536,20,,,,,,,,,,,,,,,,,,
0.04231857508420944,0.4000000059604645,0.0,21,,,,,,,,,,,,,,,,,,
0.055148281157016754,0.40356117486953735,0.0059352475218474865,22,,,,,,,,,,,,,,,,,,
0.08489304780960083,0.5013631582260132,0.16893859207630157,23,,,,,,,,,,,,,,,,,,
0.19185829162597656,0.5710403919219971,0.2850673198699951,24,,,,,,,,,,,,,,,,,,
,,,74,0.0072981370612978935,-0.03859464079141617,-0.03129158169031143,0.09008262306451797,0.4559327960014343,0.4000130593776703,0.6344459652900696,0.09322135150432587,24.0,0.2790021300315857,4,,,,,,,
,,,74,,,,,0.4695923626422882,,,0.11598721891641617,24.0,,4,0.3999997675418854,0.990831196308136,0.22319144010543823,,,,
0.07619491219520569,0.4036993980407715,0.00616561621427536,25,,,,,,,,,,,,,,,,,,
0.04231857508420944,0.4000000059604645,0.0,26,,,,,,,,,,,,,,,,,,
0.055148281157016754,0.40356117486953735,0.0059352475218474865,27,,,,,,,,,,,,,,,,,,
0.08489304780960083,0.5013631582260132,0.16893859207630157,28,,,,,,,,,,,,,,,,,,
0.19185829162597656,0.5710403919219971,0.2850673198699951,29,,,,,,,,,,,,,,,,,,
,,,89,0.040828656405210495,-0.03859464079141617,0.0022384643089026213,0.09008262306451797,0.4559327960014343,0.4000130593776703,0.6344459652900696,0.09322135150432587,24.0,0.26438188552856445,5,,,,,,,
,,,89,,,,,0.4712181091308594,,,0.11869688332080841,24.0,,5,0.3999997675418854,0.9950906038284302,0.20465880632400513,,,,
,0.4609644412994385,0.10160735249519348,99,,,,,,,,,,,6,,,,0.14070940017700195,0.4000000059604645,0.9991832971572876,0.19471941888332367
0.07619491219520569,0.4036993980407715,0.00616561621427536,30,,,,,,,,,,,,,,,,,,
0.04231857508420944,0.4000000059604645,0.0,31,,,,,,,,,,,,,,,,,,
0.055148281157016754,0.40356117486953735,0.0059352475218474865,32,,,,,,,,,,,,,,,,,,
0.08489304780960083,0.5013631582260132,0.16893859207630157,33,,,,,,,,,,,,,,,,,,
0.19185829162597656,0.5710403919219971,0.2850673198699951,34,,,,,,,,,,,,,,,,,,
,,,104,0.0991857647895813,-0.03859464079141617,0.06058349460363388,0.09008262306451797,0.4559327960014343,0.4000130593776703,0.6344459652900696,0.09322135150432587,24.0,0.3393179476261139,6,,,,,,,
,,,104,,,,,0.46786895394325256,,,0.11311504989862442,24.0,,6,0.3999997675418854,0.9913431406021118,0.19429002702236176,,,,
0.07619491219520569,0.4036993980407715,0.00616561621427536,35,,,,,,,,,,,,,,,,,,
0.04231857508420944,0.4000000059604645,0.0,36,,,,,,,,,,,,,,,,,,
0.055148281157016754,0.40356117486953735,0.0059352475218474865,37,,,,,,,,,,,,,,,,,,
0.08489304780960083,0.5013631582260132,0.16893859207630157,38,,,,,,,,,,,,,,,,,,
0.19185829162597656,0.5710403919219971,0.2850673198699951,39,,,,,,,,,,,,,,,,,,
,,,119,0.08926917612552643,-0.03859464079141617,0.05067748948931694,0.09008262306451797,0.4559327960014343,0.4000130593776703,0.6344459652900696,0.09322135150432587,24.0,0.33819180727005005,7,,,,,,,
,,,119,,,,,0.4674798846244812,,,0.11246652156114578,24.0,,7,0.3999997675418854,0.9875370264053345,0.19022437930107117,,,,
0.07619491219520569,0.4036993980407715,0.00616561621427536,40,,,,,,,,,,,,,,,,,,
0.04231857508420944,0.4000000059604645,0.0,41,,,,,,,,,,,,,,,,,,
0.055148281157016754,0.40356117486953735,0.0059352475218474865,42,,,,,,,,,,,,,,,,,,
0.08489304780960083,0.5013631582260132,0.16893859207630157,43,,,,,,,,,,,,,,,,,,
0.19185829162597656,0.5710403919219971,0.2850673198699951,44,,,,,,,,,,,,,,,,,,
,,,134,0.1286090910434723,-0.03859464079141617,0.09001465141773224,0.09008262306451797,0.4559327960014343,0.4000130593776703,0.6344459652900696,0.09322135150432587,24.0,0.4174327254295349,8,,,,,,,
,,,134,,,,,0.4665732979774475,,,0.11095540970563889,24.0,,8,0.3999997675418854,0.9922702312469482,0.18028563261032104,,,,
